Year,Month,Day ,Hour,Load,Wind,Solar,NetLoad
2005,10,16,23,3888,283,,3606
2005,10,16,24,3531,288,,3244
2005,10,17,1,3317,384,,2934
2005,10,17,2,3202,467,,2735
2005,10,17,3,3138,529,,2609
2005,10,17,4,3139,688,,2452
2005,10,17,5,3201,740,,2461
2005,10,17,6,3444,772,,2672
2005,10,17,7,3886,678,,3208
2005,10,17,8,4107,422,,3686
2005,10,17,9,4225,259,,3967
2005,10,17,10,4377,307,,4071
2005,10,17,11,4524,318,,4207
2005,10,17,12,4617,304,,4313
2005,10,17,13,4679,260,,4420
2005,10,17,14,4740,186,,4555
2005,10,17,15,4764,179,,4586
2005,10,17,16,4775,173,,4603
2005,10,17,17,4784,136,,4648
2005,10,17,18,4760,87,,4673
2005,10,17,19,4930,86,,4844
2005,10,17,20,5032,100,,4933
2005,10,17,21,4836,144,,4692
2005,10,17,22,4482,183,,4299
2005,10,17,23,3995,188,,3807
2005,10,17,24,3581,201,,3381
2005,10,18,1,3369,245,,3124
2005,10,18,2,3256,286,,2970
2005,10,18,3,3199,277,,2922
2005,10,18,4,3190,285,,2906
2005,10,18,5,3266,281,,2985
2005,10,18,6,3552,265,,3287
2005,10,18,7,4101,241,,3861
2005,10,18,8,4342,163,,4179
2005,10,18,9,4418,80,,4338
2005,10,18,10,4553,89,,4465
2005,10,18,11,4693,101,,4592
2005,10,18,12,4784,119,,4666
2005,10,18,13,4841,106,,4735
2005,10,18,14,4905,81,,4824
2005,10,18,15,4935,162,,4774
2005,10,18,16,4939,242,,4698
2005,10,18,17,4923,293,,4631
2005,10,18,18,4880,324,,4556
2005,10,18,19,5037,251,,4787
2005,10,18,20,5088,241,,4847
2005,10,18,21,4879,214,,4665
2005,10,18,22,4525,374,,4152
2005,10,18,23,4035,656,,3380
2005,10,18,24,3623,705,,2919
2005,10,19,1,3389,623,,2767
2005,10,19,2,3281,674,,2608
2005,10,19,3,3210,780,,2430
2005,10,19,4,3208,861,,2348
2005,10,19,5,3277,962,,2316
2005,10,19,6,3546,969,,2578
2005,10,19,7,4091,990,,3101
2005,10,19,8,4435,1132,,3304
2005,10,19,9,4550,1138,,3412
2005,10,19,10,4645,1179,,3466
2005,10,19,11,4729,1207,,3522
2005,10,19,12,4754,1206,,3548
2005,10,19,13,4754,1224,,3530
2005,10,19,14,4745,1260,,3486
2005,10,19,15,4733,1331,,3402
2005,10,19,16,4730,1269,,3462
2005,10,19,17,4766,1254,,3512
2005,10,19,18,4828,1225,,3603
2005,10,19,19,5018,1218,,3801
2005,10,19,20,5026,1154,,3873
2005,10,19,21,4859,1166,,3693
2005,10,19,22,4537,1132,,3406
2005,10,19,23,4054,1166,,2889
2005,10,19,24,3659,1087,,2572
2005,10,20,1,3438,968,,2470
2005,10,20,2,3331,847,,2484
2005,10,20,3,3266,859,,2407
2005,10,20,4,3272,808,,2464
2005,10,20,5,3354,772,,2583
2005,10,20,6,3660,704,,2957
2005,10,20,7,4199,604,,3596
2005,10,20,8,4472,596,,3877
2005,10,20,9,4523,550,,3974
2005,10,20,10,4601,521,,4081
2005,10,20,11,4682,505,,4178
2005,10,20,12,4731,496,,4236
2005,10,20,13,4733,549,,4184
2005,10,20,14,4730,569,,4161
2005,10,20,15,4721,583,,4139
2005,10,20,16,4682,543,,4139
2005,10,20,17,4675,486,,4189
2005,10,20,18,4669,438,,4232
2005,10,20,19,4900,444,,4456
2005,10,20,20,4972,414,,4558
2005,10,20,21,4813,440,,4373
2005,10,20,22,4518,472,,4047
2005,10,20,23,4048,485,,3564
2005,10,20,24,3657,478,,3180
2005,10,21,1,3425,472,,2954
2005,10,21,2,3306,439,,2868
2005,10,21,3,3246,456,,2790
2005,10,21,4,3249,449,,2800
2005,10,21,5,3325,481,,2844
2005,10,21,6,3615,503,,3113
2005,10,21,7,4125,448,,3677
2005,10,21,8,4451,408,,4043
2005,10,21,9,4549,462,,4087
2005,10,21,10,4627,486,,4142
2005,10,21,11,4696,453,,4244
2005,10,21,12,4711,416,,4296
2005,10,21,13,4693,425,,4268
2005,10,21,14,4678,443,,4236
2005,10,21,15,4636,427,,4209
2005,10,21,16,4593,376,,4217
2005,10,21,17,4571,307,,4264
2005,10,21,18,4583,250,,4334
2005,10,21,19,4788,211,,4577
2005,10,21,20,4825,135,,4691
2005,10,21,21,4681,93,,4589
2005,10,21,22,4423,67,,4356
2005,10,21,23,4035,97,,3938
2005,10,21,24,3682,106,,3576
2005,10,22,1,3452,132,,3321
2005,10,22,2,3337,163,,3175
2005,10,22,3,3273,202,,3072
2005,10,22,4,3248,220,,3029
2005,10,22,5,3291,260,,3031
2005,10,22,6,3455,288,,3168
2005,10,22,7,3756,259,,3497
2005,10,22,8,3976,210,,3766
2005,10,22,9,4128,179,,3949
2005,10,22,10,4247,198,,4050
2005,10,22,11,4329,226,,4104
2005,10,22,12,4332,271,,4061
2005,10,22,13,4288,333,,3955
2005,10,22,14,4244,417,,3828
2005,10,22,15,4188,452,,3736
2005,10,22,16,4155,422,,3733
2005,10,22,17,4146,383,,3764
2005,10,22,18,4195,355,,3840
2005,10,22,19,4486,339,,4148
2005,10,22,20,4551,268,,4284
2005,10,22,21,4430,236,,4195
2005,10,22,22,4234,207,,4028
2005,10,22,23,3911,205,,3707
2005,10,22,24,3606,186,,3421
2005,10,23,1,3389,173,,3217
2005,10,23,2,3270,164,,3107
2005,10,23,3,3205,139,,3066
2005,10,23,4,3172,110,,3063
2005,10,23,5,3198,89,,3110
2005,10,23,6,3296,76,,3221
2005,10,23,7,3492,60,,3432
2005,10,23,8,3659,40,,3619
2005,10,23,9,3850,20,,3831
2005,10,23,10,4022,20,,4003
2005,10,23,11,4112,34,,4078
2005,10,23,12,4146,57,,4089
2005,10,23,13,4129,83,,4046
2005,10,23,14,4066,115,,3951
2005,10,23,15,4015,137,,3879
2005,10,23,16,3992,140,,3853
2005,10,23,17,4003,158,,3845
2005,10,23,18,4123,197,,3926
2005,10,23,19,4503,246,,4258
2005,10,23,20,4637,224,,4413
2005,10,23,21,4520,185,,4335
2005,10,23,22,4288,149,,4140
2005,10,23,23,3914,148,,3767
2005,10,23,24,3591,152,,3439
2005,10,24,1,3399,151,,3248
2005,10,24,2,3304,151,,3154
2005,10,24,3,3279,145,,3135
2005,10,24,4,3279,149,,3131
2005,10,24,5,3371,131,,3241
2005,10,24,6,3638,110,,3529
2005,10,24,7,4102,92,,4011
2005,10,24,8,4359,65,,4295
2005,10,24,9,4411,29,,4383
2005,10,24,10,4481,25,,4456
2005,10,24,11,4527,20,,4507
2005,10,24,12,4552,22,,4531
2005,10,24,13,4559,23,,4537
2005,10,24,14,4559,27,,4533
2005,10,24,15,4539,74,,4465
2005,10,24,16,4528,64,,4465
2005,10,24,17,4515,154,,4362
2005,10,24,18,4543,252,,4292
2005,10,24,19,4848,234,,4614
2005,10,24,20,4938,130,,4808
2005,10,24,21,4775,99,,4677
2005,10,24,22,4457,76,,4382
2005,10,24,23,3996,86,,3910
2005,10,24,24,3634,112,,3522
2005,10,25,1,3416,136,,3281
2005,10,25,2,3326,151,,3175
2005,10,25,3,3302,230,,3073
2005,10,25,4,3301,319,,2983
2005,10,25,5,3398,299,,3100
2005,10,25,6,3712,363,,3349
2005,10,25,7,4273,300,,3973
2005,10,25,8,4545,249,,4296
2005,10,25,9,4544,166,,4379
2005,10,25,10,4594,52,,4543
2005,10,25,11,4652,11,,4641
2005,10,25,12,4693,11,,4683
2005,10,25,13,4702,15,,4688
2005,10,25,14,4722,19,,4703
2005,10,25,15,4708,39,,4670
2005,10,25,16,4678,41,,4638
2005,10,25,17,4647,82,,4565
2005,10,25,18,4647,126,,4522
2005,10,25,19,4912,134,,4778
2005,10,25,20,4971,96,,4875
2005,10,25,21,4812,83,,4729
2005,10,25,22,4480,55,,4425
2005,10,25,23,4021,38,,3983
2005,10,25,24,3644,46,,3598
2005,10,26,1,3420,77,,3344
2005,10,26,2,3322,114,,3209
2005,10,26,3,3266,161,,3106
2005,10,26,4,3263,198,,3065
2005,10,26,5,3367,192,,3176
2005,10,26,6,3669,203,,3466
2005,10,26,7,4224,167,,4058
2005,10,26,8,4489,125,,4365
2005,10,26,9,4498,71,,4428
2005,10,26,10,4543,26,,4517
2005,10,26,11,4602,15,,4588
2005,10,26,12,4647,14,,4634
2005,10,26,13,4658,20,,4638
2005,10,26,14,4677,25,,4652
2005,10,26,15,4682,29,,4653
2005,10,26,16,4658,39,,4620
2005,10,26,17,4626,61,,4565
2005,10,26,18,4627,92,,4536
2005,10,26,19,4901,137,,4764
2005,10,26,20,4940,156,,4784
2005,10,26,21,4786,138,,4649
2005,10,26,22,4460,107,,4353
2005,10,26,23,4013,86,,3927
2005,10,26,24,3623,75,,3548
2005,10,27,1,3411,66,,3345
2005,10,27,2,3312,68,,3244
2005,10,27,3,3255,72,,3184
2005,10,27,4,3258,72,,3186
2005,10,27,5,3360,76,,3285
2005,10,27,6,3668,89,,3579
2005,10,27,7,4228,103,,4126
2005,10,27,8,4499,98,,4402
2005,10,27,9,4504,65,,4440
2005,10,27,10,4540,71,,4470
2005,10,27,11,4611,91,,4521
2005,10,27,12,4643,117,,4526
2005,10,27,13,4610,147,,4464
2005,10,27,14,4634,194,,4440
2005,10,27,15,4624,255,,4369
2005,10,27,16,4602,286,,4317
2005,10,27,17,4570,399,,4171
2005,10,27,18,4595,427,,4168
2005,10,27,19,4902,536,,4367
2005,10,27,20,4925,691,,4234
2005,10,27,21,4784,808,,3976
2005,10,27,22,4470,866,,3605
2005,10,27,23,4008,970,,3038
2005,10,27,24,3630,956,,2675
2005,10,28,1,3414,919,,2496
2005,10,28,2,3309,885,,2425
2005,10,28,3,3261,856,,2405
2005,10,28,4,3268,835,,2434
2005,10,28,5,3344,839,,2506
2005,10,28,6,3636,838,,2799
2005,10,28,7,4190,834,,3356
2005,10,28,8,4482,786,,3696
2005,10,28,9,4530,731,,3799
2005,10,28,10,4601,729,,3873
2005,10,28,11,4663,741,,3923
2005,10,28,12,4670,759,,3911
2005,10,28,13,4640,816,,3825
2005,10,28,14,4659,820,,3840
2005,10,28,15,4640,770,,3870
2005,10,28,16,4596,729,,3868
2005,10,28,17,4536,749,,3787
2005,10,28,18,4596,710,,3887
2005,10,28,19,4847,706,,4141
2005,10,28,20,4813,754,,4059
2005,10,28,21,4667,775,,3893
2005,10,28,22,4432,778,,3655
2005,10,28,23,4022,799,,3224
2005,10,28,24,3656,818,,2838
2005,10,29,1,3445,767,,2678
2005,10,29,2,3329,748,,2582
2005,10,29,3,3242,672,,2570
2005,10,29,4,3219,629,,2591
2005,10,29,5,3264,603,,2661
2005,10,29,6,3412,571,,2842
2005,10,29,7,3705,538,,3168
2005,10,29,8,3947,475,,3472
2005,10,29,9,4136,422,,3714
2005,10,29,10,4306,400,,3907
2005,10,29,11,4405,450,,3955
2005,10,29,12,4438,467,,3971
2005,10,29,13,4364,577,,3787
2005,10,29,14,4294,642,,3653
2005,10,29,15,4272,663,,3609
2005,10,29,16,4230,674,,3557
2005,10,29,17,4231,683,,3549
2005,10,29,18,4334,679,,3655
2005,10,29,19,4639,671,,3969
2005,10,29,20,4623,654,,3969
2005,10,29,21,4503,625,,3879
2005,10,29,22,4310,619,,3692
2005,10,29,23,3994,587,,3408
2005,10,29,24,3691,482,,3210
2005,10,30,1,3490,393,,3098
2005,10,30,2,3367,383,,2985
2005,10,30,3,3292,342,,2950
2005,10,30,4,3247,349,,2898
2005,10,30,5,3253,358,,2896
2005,10,30,6,3314,334,,2980
2005,10,30,7,3456,286,,3170
2005,10,30,8,3611,243,,3369
2005,10,30,9,3838,224,,3614
2005,10,30,10,4055,240,,3816
2005,10,30,11,4174,273,,3901
2005,10,30,12,4241,362,,3880
2005,10,30,13,4247,427,,3820
2005,10,30,14,4210,508,,3703
2005,10,30,15,4217,563,,3654
2005,10,30,16,4226,634,,3592
2005,10,30,17,4294,702,,3592
2005,10,30,18,4429,742,,3688
2005,10,30,19,4825,722,,4104
2005,10,30,20,4858,673,,4186
2005,10,30,21,4730,661,,4069
2005,10,30,22,4543,679,,3865
2005,10,30,23,4248,637,,3612
2005,10,30,24,3915,670,,3245
2005,10,31,1,3510,622,,2889
2005,10,31,2,3434,633,,2802
2005,10,31,3,3400,595,,2806
2005,10,31,4,3405,567,,2839
2005,10,31,5,3508,514,,2995
2005,10,31,6,3778,541,,3237
2005,10,31,7,4140,529,,3611
2005,10,31,8,4332,419,,3913
2005,10,31,9,4444,384,,4061
2005,10,31,10,4518,313,,4206
2005,10,31,11,4576,257,,4320
2005,10,31,12,4567,250,,4318
2005,10,31,13,4545,261,,4285
2005,10,31,14,4537,271,,4266
2005,10,31,15,4510,256,,4254
2005,10,31,16,4537,240,,4298
2005,10,31,17,4647,265,,4383
2005,10,31,18,4965,336,,4629
2005,10,31,19,5012,415,,4598
2005,10,31,20,4943,490,,4454
2005,10,31,21,4804,581,,4224
2005,10,31,22,4514,619,,3895
2005,10,31,23,4131,680,,3451
2005,10,31,24,3797,830,,2968
2005,11,1,1,3538,831,,2707
2005,11,1,2,3478,809,,2670
2005,11,1,3,3418,783,,2636
2005,11,1,4,3440,737,,2704
2005,11,1,5,3536,644,,2893
2005,11,1,6,3884,559,,3325
2005,11,1,7,4317,473,,3845
2005,11,1,8,4492,315,,4178
2005,11,1,9,4579,204,,4375
2005,11,1,10,4653,169,,4484
2005,11,1,11,4719,129,,4591
2005,11,1,12,4740,120,,4621
2005,11,1,13,4742,131,,4612
2005,11,1,14,4762,152,,4610
2005,11,1,15,4759,191,,4569
2005,11,1,16,4747,217,,4530
2005,11,1,17,4806,309,,4498
2005,11,1,18,5186,454,,4732
2005,11,1,19,5182,549,,4634
2005,11,1,20,5040,600,,4440
2005,11,1,21,4862,634,,4228
2005,11,1,22,4498,672,,3827
2005,11,1,23,4061,715,,3346
2005,11,1,24,3712,745,,2968
2005,11,2,1,3525,714,,2812
2005,11,2,2,3453,666,,2788
2005,11,2,3,3377,680,,2697
2005,11,2,4,3416,704,,2712
2005,11,2,5,3522,639,,2884
2005,11,2,6,3839,560,,3279
2005,11,2,7,4296,474,,3822
2005,11,2,8,4504,382,,4123
2005,11,2,9,4593,303,,4291
2005,11,2,10,4691,285,,4406
2005,11,2,11,4738,312,,4427
2005,11,2,12,4749,351,,4399
2005,11,2,13,4769,403,,4367
2005,11,2,14,4816,444,,4372
2005,11,2,15,4805,488,,4317
2005,11,2,16,4783,539,,4244
2005,11,2,17,4833,620,,4214
2005,11,2,18,5225,707,,4519
2005,11,2,19,5219,761,,4458
2005,11,2,20,5061,818,,4244
2005,11,2,21,4855,864,,3991
2005,11,2,22,4503,932,,3571
2005,11,2,23,4032,987,,3045
2005,11,2,24,3671,1032,,2640
2005,11,3,1,3477,1053,,2424
2005,11,3,2,3381,1036,,2345
2005,11,3,3,3363,952,,2411
2005,11,3,4,3358,794,,2565
2005,11,3,5,3480,783,,2698
2005,11,3,6,3804,861,,2943
2005,11,3,7,4277,935,,3343
2005,11,3,8,4509,1135,,3375
2005,11,3,9,4622,1239,,3383
2005,11,3,10,4685,1318,,3368
2005,11,3,11,4754,1383,,3372
2005,11,3,12,4767,1414,,3353
2005,11,3,13,4751,1468,,3284
2005,11,3,14,4794,1472,,3323
2005,11,3,15,4803,1345,,3458
2005,11,3,16,4772,1267,,3506
2005,11,3,17,4834,1120,,3715
2005,11,3,18,5231,1025,,4207
2005,11,3,19,5224,1046,,4178
2005,11,3,20,5074,963,,4112
2005,11,3,21,4888,845,,4044
2005,11,3,22,4548,782,,3767
2005,11,3,23,4069,764,,3305
2005,11,3,24,3718,807,,2912
2005,11,4,1,3527,752,,2776
2005,11,4,2,3419,708,,2712
2005,11,4,3,3380,612,,2768
2005,11,4,4,3388,569,,2820
2005,11,4,5,3508,604,,2904
2005,11,4,6,3832,667,,3166
2005,11,4,7,4270,694,,3577
2005,11,4,8,4473,772,,3701
2005,11,4,9,4586,804,,3783
2005,11,4,10,4655,861,,3794
2005,11,4,11,4732,951,,3781
2005,11,4,12,4748,1022,,3726
2005,11,4,13,4762,1093,,3669
2005,11,4,14,4766,1089,,3678
2005,11,4,15,4741,949,,3792
2005,11,4,16,4695,845,,3850
2005,11,4,17,4730,768,,3963
2005,11,4,18,5096,732,,4364
2005,11,4,19,5068,729,,4339
2005,11,4,20,4914,710,,4205
2005,11,4,21,4757,708,,4049
2005,11,4,22,4498,738,,3761
2005,11,4,23,4112,819,,3293
2005,11,4,24,3769,872,,2898
2005,11,5,1,3574,891,,2684
2005,11,5,2,3474,797,,2677
2005,11,5,3,3420,793,,2628
2005,11,5,4,3402,787,,2615
2005,11,5,5,3454,800,,2654
2005,11,5,6,3656,837,,2820
2005,11,5,7,3922,840,,3083
2005,11,5,8,4083,785,,3298
2005,11,5,9,4339,733,,3607
2005,11,5,10,4470,828,,3642
2005,11,5,11,4501,892,,3609
2005,11,5,12,4474,1072,,3403
2005,11,5,13,4445,1188,,3258
2005,11,5,14,4374,1200,,3175
2005,11,5,15,4335,1089,,3246
2005,11,5,16,4350,1065,,3285
2005,11,5,17,4448,969,,3480
2005,11,5,18,4937,916,,4021
2005,11,5,19,4927,896,,4031
2005,11,5,20,4802,915,,3887
2005,11,5,21,4662,853,,3810
2005,11,5,22,4475,778,,3697
2005,11,5,23,4146,725,,3422
2005,11,5,24,3853,714,,3139
2005,11,6,1,3649,524,,3125
2005,11,6,2,3556,424,,3133
2005,11,6,3,3508,413,,3096
2005,11,6,4,3488,421,,3068
2005,11,6,5,3497,455,,3043
2005,11,6,6,3584,473,,3111
2005,11,6,7,3720,544,,3176
2005,11,6,8,3825,566,,3259
2005,11,6,9,4037,507,,3531
2005,11,6,10,4163,607,,3557
2005,11,6,11,4213,767,,3447
2005,11,6,12,4190,1035,,3155
2005,11,6,13,4177,1105,,3073
2005,11,6,14,4163,1060,,3104
2005,11,6,15,4130,978,,3152
2005,11,6,16,4167,943,,3224
2005,11,6,17,4340,943,,3397
2005,11,6,18,4906,973,,3933
2005,11,6,19,4894,959,,3936
2005,11,6,20,4764,869,,3896
2005,11,6,21,4605,813,,3792
2005,11,6,22,4350,682,,3669
2005,11,6,23,3968,575,,3394
2005,11,6,24,3685,511,,3174
2005,11,7,1,3484,404,,3081
2005,11,7,2,3414,340,,3074
2005,11,7,3,3377,350,,3027
2005,11,7,4,3405,384,,3022
2005,11,7,5,3490,367,,3123
2005,11,7,6,3759,367,,3393
2005,11,7,7,4155,404,,3751
2005,11,7,8,4298,393,,3906
2005,11,7,9,4420,354,,4067
2005,11,7,10,4521,400,,4122
2005,11,7,11,4576,492,,4085
2005,11,7,12,4620,588,,4032
2005,11,7,13,4616,595,,4022
2005,11,7,14,4626,584,,4043
2005,11,7,15,4604,593,,4012
2005,11,7,16,4590,623,,3968
2005,11,7,17,4759,625,,4135
2005,11,7,18,5189,620,,4570
2005,11,7,19,5156,651,,4506
2005,11,7,20,4975,654,,4321
2005,11,7,21,4806,714,,4093
2005,11,7,22,4474,800,,3675
2005,11,7,23,4010,818,,3193
2005,11,7,24,3655,872,,2783
2005,11,8,1,3458,783,,2676
2005,11,8,2,3375,728,,2648
2005,11,8,3,3326,669,,2658
2005,11,8,4,3336,590,,2747
2005,11,8,5,3453,588,,2865
2005,11,8,6,3784,625,,3159
2005,11,8,7,4289,686,,3603
2005,11,8,8,4448,754,,3695
2005,11,8,9,4556,783,,3773
2005,11,8,10,4638,750,,3888
2005,11,8,11,4756,717,,4039
2005,11,8,12,4800,681,,4119
2005,11,8,13,4831,657,,4175
2005,11,8,14,4857,650,,4207
2005,11,8,15,4834,684,,4150
2005,11,8,16,4817,802,,4016
2005,11,8,17,4894,877,,4017
2005,11,8,18,5272,932,,4341
2005,11,8,19,5233,1015,,4218
2005,11,8,20,5073,1118,,3955
2005,11,8,21,4882,1230,,3653
2005,11,8,22,4504,1301,,3204
2005,11,8,23,4028,1261,,2768
2005,11,8,24,3674,1205,,2470
2005,11,9,1,3473,1190,,2284
2005,11,9,2,3355,1141,,2215
2005,11,9,3,3331,1143,,2188
2005,11,9,4,3348,954,,2395
2005,11,9,5,3445,774,,2671
2005,11,9,6,3790,674,,3117
2005,11,9,7,4309,611,,3698
2005,11,9,8,4508,479,,4029
2005,11,9,9,4601,376,,4226
2005,11,9,10,4654,311,,4344
2005,11,9,11,4693,300,,4393
2005,11,9,12,4660,310,,4350
2005,11,9,13,4666,336,,4330
2005,11,9,14,4656,346,,4310
2005,11,9,15,4681,375,,4306
2005,11,9,16,4669,439,,4230
2005,11,9,17,4776,498,,4278
2005,11,9,18,5195,531,,4664
2005,11,9,19,5180,510,,4671
2005,11,9,20,5048,502,,4546
2005,11,9,21,4850,527,,4324
2005,11,9,22,4526,575,,3952
2005,11,9,23,4067,641,,3426
2005,11,9,24,3689,705,,2984
2005,11,10,1,3493,762,,2732
2005,11,10,2,3384,739,,2645
2005,11,10,3,3344,737,,2607
2005,11,10,4,3368,643,,2725
2005,11,10,5,3468,547,,2921
2005,11,10,6,3793,460,,3334
2005,11,10,7,4295,393,,3902
2005,11,10,8,4458,283,,4176
2005,11,10,9,4535,197,,4338
2005,11,10,10,4616,165,,4452
2005,11,10,11,4690,167,,4523
2005,11,10,12,4689,175,,4515
2005,11,10,13,4694,179,,4516
2005,11,10,14,4721,159,,4563
2005,11,10,15,4706,144,,4562
2005,11,10,16,4675,158,,4518
2005,11,10,17,4776,186,,4590
2005,11,10,18,5167,213,,4955
2005,11,10,19,5123,214,,4910
2005,11,10,20,4978,214,,4765
2005,11,10,21,4788,228,,4561
2005,11,10,22,4466,271,,4196
2005,11,10,23,4020,301,,3720
2005,11,10,24,3650,299,,3351
2005,11,11,1,3442,304,,3138
2005,11,11,2,3346,309,,3038
2005,11,11,3,3289,298,,2992
2005,11,11,4,3288,274,,3015
2005,11,11,5,3385,258,,3127
2005,11,11,6,3684,235,,3450
2005,11,11,7,4133,272,,3862
2005,11,11,8,4336,309,,4027
2005,11,11,9,4483,313,,4171
2005,11,11,10,4588,315,,4274
2005,11,11,11,4666,335,,4332
2005,11,11,12,4686,385,,4302
2005,11,11,13,4664,434,,4231
2005,11,11,14,4666,439,,4228
2005,11,11,15,4647,464,,4183
2005,11,11,16,4644,502,,4143
2005,11,11,17,4803,580,,4224
2005,11,11,18,5131,628,,4503
2005,11,11,19,5032,650,,4382
2005,11,11,20,4862,689,,4173
2005,11,11,21,4683,737,,3946
2005,11,11,22,4411,765,,3647
2005,11,11,23,4032,718,,3315
2005,11,11,24,3695,930,,2765
2005,11,12,1,3494,1062,,2433
2005,11,12,2,3377,1038,,2339
2005,11,12,3,3313,971,,2343
2005,11,12,4,3307,1021,,2287
2005,11,12,5,3339,1034,,2306
2005,11,12,6,3520,1031,,2490
2005,11,12,7,3772,1196,,2577
2005,11,12,8,3907,1262,,2646
2005,11,12,9,4128,1348,,2781
2005,11,12,10,4287,1378,,2910
2005,11,12,11,4371,1368,,3003
2005,11,12,12,4393,1367,,3027
2005,11,12,13,4355,1322,,3034
2005,11,12,14,4296,1233,,3063
2005,11,12,15,4260,1160,,3100
2005,11,12,16,4265,1091,,3175
2005,11,12,17,4448,1107,,3341
2005,11,12,18,4890,1077,,3814
2005,11,12,19,4841,995,,3847
2005,11,12,20,4717,780,,3938
2005,11,12,21,4585,635,,3950
2005,11,12,22,4383,641,,3743
2005,11,12,23,4063,645,,3418
2005,11,12,24,3772,633,,3140
2005,11,13,1,3579,598,,2982
2005,11,13,2,3473,558,,2916
2005,11,13,3,3430,485,,2946
2005,11,13,4,3432,495,,2938
2005,11,13,5,3443,495,,2948
2005,11,13,6,3580,453,,3127
2005,11,13,7,3712,467,,3245
2005,11,13,8,3801,436,,3365
2005,11,13,9,3991,449,,3542
2005,11,13,10,4156,463,,3693
2005,11,13,11,4209,472,,3738
2005,11,13,12,4256,500,,3757
2005,11,13,13,4260,528,,3733
2005,11,13,14,4225,590,,3635
2005,11,13,15,4214,681,,3534
2005,11,13,16,4291,814,,3478
2005,11,13,17,4567,986,,3582
2005,11,13,18,5049,1090,,3959
2005,11,13,19,5041,1109,,3933
2005,11,13,20,4931,997,,3934
2005,11,13,21,4760,941,,3819
2005,11,13,22,4495,951,,3544
2005,11,13,23,4119,929,,3191
2005,11,13,24,3801,870,,2931
2005,11,14,1,3605,842,,2763
2005,11,14,2,3505,815,,2691
2005,11,14,3,3479,801,,2678
2005,11,14,4,3519,781,,2738
2005,11,14,5,3619,716,,2903
2005,11,14,6,3898,676,,3223
2005,11,14,7,4276,669,,3607
2005,11,14,8,4444,656,,3789
2005,11,14,9,4547,659,,3888
2005,11,14,10,4612,637,,3976
2005,11,14,11,4675,680,,3996
2005,11,14,12,4671,809,,3862
2005,11,14,13,4694,880,,3815
2005,11,14,14,4688,918,,3771
2005,11,14,15,4718,1129,,3589
2005,11,14,16,4826,1302,,3525
2005,11,14,17,5067,1452,,3616
2005,11,14,18,5474,1568,,3907
2005,11,14,19,5467,1577,,3890
2005,11,14,20,5315,1606,,3710
2005,11,14,21,5117,1581,,3537
2005,11,14,22,4768,1613,,3155
2005,11,14,23,4319,1525,,2794
2005,11,14,24,3981,1470,,2512
2005,11,15,1,3801,1534,,2268
2005,11,15,2,3724,1566,,2158
2005,11,15,3,3693,1589,,2105
2005,11,15,4,3718,1543,,2176
2005,11,15,5,3832,1512,,2320
2005,11,15,6,4167,1445,,2722
2005,11,15,7,4630,1417,,3213
2005,11,15,8,4792,1402,,3391
2005,11,15,9,4821,1383,,3438
2005,11,15,10,4874,1359,,3515
2005,11,15,11,4905,1372,,3533
2005,11,15,12,4918,1417,,3502
2005,11,15,13,4908,1408,,3500
2005,11,15,14,4887,1413,,3475
2005,11,15,15,4897,1473,,3424
2005,11,15,16,4931,1443,,3488
2005,11,15,17,5154,1417,,3737
2005,11,15,18,5662,1407,,4255
2005,11,15,19,5671,1349,,4323
2005,11,15,20,5545,1308,,4238
2005,11,15,21,5366,1254,,4113
2005,11,15,22,5033,1210,,3824
2005,11,15,23,4560,1121,,3439
2005,11,15,24,4174,1060,,3115
2005,11,16,1,3976,1072,,2905
2005,11,16,2,3894,1060,,2834
2005,11,16,3,3852,1065,,2788
2005,11,16,4,3878,1042,,2836
2005,11,16,5,3972,1068,,2904
2005,11,16,6,4314,1049,,3265
2005,11,16,7,4809,977,,3833
2005,11,16,8,4969,872,,4097
2005,11,16,9,4974,739,,4235
2005,11,16,10,4992,696,,4296
2005,11,16,11,5004,622,,4383
2005,11,16,12,4980,578,,4403
2005,11,16,13,4930,534,,4396
2005,11,16,14,4908,497,,4412
2005,11,16,15,4878,456,,4423
2005,11,16,16,4879,406,,4474
2005,11,16,17,5066,397,,4670
2005,11,16,18,5587,424,,5163
2005,11,16,19,5597,472,,5125
2005,11,16,20,5491,542,,4949
2005,11,16,21,5305,604,,4701
2005,11,16,22,5011,628,,4384
2005,11,16,23,4514,637,,3877
2005,11,16,24,4135,635,,3501
2005,11,17,1,3927,588,,3339
2005,11,17,2,3836,523,,3313
2005,11,17,3,3776,512,,3264
2005,11,17,4,3821,555,,3266
2005,11,17,5,3904,623,,3282
2005,11,17,6,4243,652,,3592
2005,11,17,7,4757,641,,4116
2005,11,17,8,4917,591,,4326
2005,11,17,9,4935,471,,4465
2005,11,17,10,5015,491,,4524
2005,11,17,11,5084,570,,4515
2005,11,17,12,5093,605,,4489
2005,11,17,13,5066,647,,4420
2005,11,17,14,5026,669,,4358
2005,11,17,15,4990,646,,4344
2005,11,17,16,4995,594,,4402
2005,11,17,17,5227,562,,4665
2005,11,17,18,5671,568,,5104
2005,11,17,19,5655,573,,5083
2005,11,17,20,5548,614,,4935
2005,11,17,21,5399,644,,4755
2005,11,17,22,5042,664,,4378
2005,11,17,23,4568,693,,3875
